age,gender,region,income,credit_score,loan_amount,loan_term,employment_years,existing_loans,loan_approved
55,Male,Urban,1763547,474,940062,60,23,4,0
33,Male,Urban,500698,690,520297,36,30,3,0
37,Female,Urban,1973289,402,329822,24,35,1,0
41,Female,Rural,543168,727,792750,48,15,4,0
52,Female,Rural,340306,520,211674,72,16,5,0
61,Female,Urban,223002,468,887005,48,25,4,0
36,Male,Urban,556046,725,52819,12,0,5,1
21,Male,Urban,1345989,885,139826,24,23,2,1
50,Female,Rural,293779,762,712367,12,27,3,0
19,Male,Rural,765398,859,954995,60,32,3,0
30,Female,Urban,771133,677,943233,24,37,4,0
62,Male,Urban,1729977,883,639434,24,10,4,0
47,Female,Urban,1490942,788,136349,12,35,0,1
51,Male,Urban,931273,705,852401,24,14,2,1
47,Male,Urban,274510,490,711434,48,5,3,0
41,Female,Urban,1537543,740,319250,36,9,3,0
65,Female,Urban,1499372,483,740468,72,9,4,0
61,Male,Urban,1657590,717,101120,12,7,3,1
50,Male,Rural,1049202,834,522854,60,28,5,0
58,Female,Urban,494831,327,397555,72,11,1,0
27,Female,Rural,1057820,468,709797,12,37,4,0
35,Male,Urban,527481,309,617027,12,12,3,0
36,Female,Rural,1412636,406,972607,60,12,5,0
24,Male,Urban,1995185,611,411972,60,15,1,1
36,Female,Urban,1817719,437,122565,60,19,4,0
41,Female,Urban,273678,748,804283,36,17,5,0
32,Male,Urban,1896455,803,885072,60,1,0,0
58,Female,Urban,847280,328,515149,60,16,3,0
59,Male,Urban,196093,729,272334,24,38,2,0
40,Male,Urban,602783,340,105523,12,14,1,0
21,Female,Rural,1844771,328,852097,60,0,4,0
55,Male,Rural,784342,349,788061,60,36,3,0
21,Female,Urban,1337301,796,616841,36,4,5,0
22,Male,Rural,1046075,319,972832,60,11,3,0
58,Female,Urban,865032,307,419916,36,11,3,0
61,Male,Urban,1446558,399,287309,60,8,0,0
40,Male,Urban,1862727,599,149982,48,15,5,0
57,Female,Urban,1761704,368,674954,48,40,3,0
54,Male,Urban,1327427,733,779690,24,21,2,1
28,Female,Rural,1474855,414,504911,24,13,2,0
28,Female,Urban,639837,680,935880,36,30,0,0
30,Male,Urban,1316763,684,898110,48,5,0,1
31,Female,Urban,1901429,831,566816,36,2,1,0
25,Male,Urban,892024,584,288209,48,40,3,0
42,Male,Urban,623385,800,720296,72,15,3,0
35,Male,Urban,145872,552,721678,60,25,4,0
61,Female,Urban,1410021,573,600153,24,37,5,0
61,Female,Rural,1554297,672,929771,60,31,1,1
35,Female,Urban,212809,765,368585,72,24,0,0
27,Female,Urban,1678241,740,844531,72,5,5,0
24,Female,Rural,438590,881,265409,36,11,4,1
61,Female,Urban,427755,391,362807,48,33,0,0
31,Male,Rural,185778,873,719602,72,32,2,0
32,Male,Rural,218392,863,724041,36,36,5,0
33,Male,Urban,811012,889,720799,36,12,2,0
19,Female,Urban,607119,453,266784,48,6,0,0
47,Female,Urban,1517572,566,769985,24,35,2,0
47,Female,Urban,818400,832,554883,48,26,2,1
35,Male,Urban,1003113,496,359824,24,31,4,0
48,Male,Urban,962525,458,667045,60,19,0,0
61,Female,Rural,951643,856,652307,36,34,4,0
65,Male,Urban,1223425,408,583691,60,12,5,0
30,Female,Urban,479663,491,639338,24,17,1,0
37,Male,Urban,155942,861,837557,60,18,2,0
52,Female,Urban,1737196,537,242586,12,8,0,0
40,Female,Urban,794467,682,181614,24,10,4,0
59,Female,Urban,1101190,709,114963,24,12,5,0
50,Male,Rural,938622,347,161958,48,11,2,0
55,Female,Urban,940587,735,400251,72,25,1,1
52,Male,Urban,1733249,639,133939,72,28,3,1
53,Female,Urban,669947,377,909635,24,16,1,0
37,Female,Urban,1515044,432,534887,60,6,1,0
20,Male,Urban,869371,695,639066,72,18,2,1
25,Female,Urban,1898136,824,391028,36,5,3,0
57,Female,Rural,1392334,539,892123,36,10,2,0
49,Female,Urban,1256618,646,805901,48,7,0,0
46,Male,Rural,1508161,774,84356,12,39,2,1
24,Male,Rural,1756270,827,948536,72,39,0,0
19,Female,Urban,637138,734,333657,72,39,4,0
38,Female,Rural,1976484,696,59653,60,15,2,1
23,Male,Rural,1202127,887,629171,12,13,1,1
45,Male,Rural,1757812,892,913133,12,29,2,1
65,Male,Urban,1128894,597,533470,24,34,3,0
59,Male,Rural,1589319,498,353686,72,39,1,0
53,Male,Rural,481318,537,530799,36,1,2,0
49,Male,Urban,283138,480,99006,24,37,1,0
62,Female,Urban,1557236,300,582934,60,3,5,0
59,Male,Urban,233060,651,590293,12,26,0,0
63,Female,Urban,1061933,820,489083,48,13,0,1
26,Female,Urban,1195433,566,97709,48,4,3,0
28,Female,Urban,1219057,706,235579,12,18,5,0
40,Female,Urban,1245296,418,475661,12,20,2,0
28,Female,Urban,123781,560,130559,12,40,5,0
19,Female,Urban,816592,841,723252,48,34,1,1
20,Female,Rural,1441431,623,535701,48,31,0,0
28,Male,Urban,386687,472,431466,24,0,3,0
52,Male,Urban,714544,657,417739,48,40,3,1
32,Female,Urban,1132055,900,300161,24,10,1,1
60,Female,Rural,177525,788,97017,60,9,5,0
28,Female,Urban,578168,354,125331,12,16,0,0
48,Male,Urban,1351250,491,958430,72,38,3,0
45,Male,Rural,1593199,832,625182,60,37,4,0
45,Male,Urban,1058909,406,393124,72,34,1,0
49,Male,Urban,291286,741,323332,72,30,2,1
42,Female,Urban,204225,379,98726,48,3,4,0
37,Female,Rural,753252,528,277864,72,8,1,0
45,Female,Urban,664459,502,357131,36,27,3,0
42,Male,Urban,616640,735,376664,36,25,3,0
28,Female,Urban,750884,713,788101,48,25,2,1
36,Female,Urban,1524487,505,485743,36,11,0,0
45,Female,Rural,166690,808,616776,72,35,5,0
18,Female,Rural,661854,348,988611,60,26,5,0
22,Female,Rural,972204,460,650638,24,15,2,0
27,Male,Urban,416147,438,638140,36,25,0,0
59,Female,Urban,1695783,620,943252,60,4,4,0
63,Female,Rural,376540,804,861940,24,32,5,0
51,Male,Urban,815421,581,76972,72,16,4,0
53,Male,Urban,1415908,660,723556,36,8,3,1
19,Male,Urban,1800133,501,634767,72,15,2,0
35,Male,Urban,1435390,311,294992,60,13,1,0
30,Female,Urban,1628567,544,662038,36,10,5,0
22,Male,Rural,1918881,551,465813,72,40,1,0
37,Male,Urban,1098968,674,551074,60,35,5,0
19,Male,Urban,451494,783,607819,60,2,1,0
28,Male,Urban,405359,385,272733,48,19,1,0
47,Female,Rural,1202217,882,664917,12,30,5,0
49,Female,Rural,1319100,399,945162,48,3,3,0
49,Male,Urban,1087869,535,73048,72,30,5,0
55,Female,Urban,584307,455,630854,48,17,1,0
45,Male,Urban,407689,489,764439,36,1,3,0
27,Female,Urban,551015,510,227659,48,13,1,0
39,Female,Urban,1674881,801,537528,48,37,3,1
34,Female,Urban,1015553,677,176421,36,24,2,1
39,Female,Urban,1558348,836,50199,60,13,4,1
60,Female,Urban,1933598,770,976059,12,5,3,0
36,Female,Urban,343299,340,638221,36,24,5,0
34,Male,Rural,774489,780,607345,36,39,5,0
41,Female,Urban,576493,539,950720,72,29,5,0
53,Female,Urban,336115,745,261336,60,22,3,0
49,Female,Urban,1876868,418,117529,12,34,4,0
63,Female,Urban,1276352,660,725605,48,23,3,1
53,Female,Urban,1210878,367,758222,24,32,2,0
45,Female,Urban,1768345,720,876956,72,8,0,1
31,Male,Urban,359680,425,251129,48,23,4,0
53,Male,Urban,1762297,623,779081,72,17,3,0
23,Male,Urban,1743225,331,779586,60,38,5,0
26,Male,Urban,1380946,774,946482,12,28,2,0
38,Male,Urban,1344351,645,744983,36,9,1,0
29,Male,Urban,1646405,490,528156,12,26,5,0
47,Male,Urban,178799,423,110130,72,12,4,0
48,Female,Rural,210603,755,336044,60,13,1,0
57,Male,Rural,1984608,585,838221,12,37,2,0
21,Male,Urban,1738587,504,514073,72,31,5,0
48,Female,Rural,226955,779,908013,60,30,4,0
44,Female,Urban,242611,544,153034,12,31,5,0
42,Male,Urban,162968,480,539925,72,25,3,0
22,Male,Rural,1898385,584,837740,12,35,0,0
23,Male,Urban,951265,770,959605,12,39,0,0
22,Male,Urban,575102,455,881492,72,39,3,0
44,Male,Rural,245937,679,807642,24,20,2,0
25,Female,Rural,1153129,889,340515,36,12,1,1
26,Female,Rural,1676310,501,75626,72,15,2,0
32,Female,Urban,1373334,476,954766,24,29,4,0
53,Male,Rural,1757605,803,523166,12,15,0,1
58,Male,Urban,1892065,553,926892,36,25,5,0
24,Male,Rural,425071,389,324699,48,30,0,0
49,Male,Urban,273124,719,697610,12,21,3,0
25,Female,Urban,1407262,582,497289,12,31,4,0
64,Female,Urban,1979164,740,119925,36,31,4,1
32,Male,Urban,1526533,409,110192,48,17,0,0
54,Female,Urban,1226101,713,489202,72,35,1,1
36,Female,Urban,504629,802,667654,72,25,4,1
56,Male,Urban,1512501,726,414286,72,30,5,0
23,Male,Rural,697568,866,315274,12,39,2,1
36,Male,Urban,1856155,387,784072,12,0,3,0
45,Female,Urban,1426307,404,592511,60,8,2,0
34,Male,Urban,1156688,821,752304,24,33,4,0
59,Male,Rural,1492204,854,293598,36,12,3,1
36,Female,Rural,1440094,368,547379,24,7,0,0
48,Male,Urban,165164,692,412860,12,14,2,0
28,Male,Rural,1218834,584,51206,24,11,2,0
32,Female,Urban,935067,813,628398,48,18,2,1
27,Female,Urban,808218,637,976955,12,14,5,0
60,Male,Urban,1357711,313,291705,36,24,2,0
40,Male,Urban,596061,873,934120,60,26,3,0
20,Female,Urban,224986,354,372935,12,17,1,0
20,Female,Urban,1148442,840,626257,36,4,3,1
35,Female,Urban,341546,560,487841,48,38,4,0
42,Male,Urban,1838353,675,996216,60,3,1,0
60,Female,Urban,807153,496,571521,12,17,2,0
37,Male,Rural,546208,850,698793,72,8,0,1
46,Female,Rural,1755107,450,934173,24,28,0,0
39,Male,Rural,1031848,551,468347,24,29,0,0
32,Male,Urban,1395874,797,178089,12,4,3,0
56,Male,Urban,1198183,705,604682,72,15,4,0
27,Male,Rural,795048,439,299400,36,24,4,0
38,Male,Rural,658417,312,120695,72,30,1,0
46,Male,Rural,1926116,425,745355,48,25,0,0
49,Male,Urban,1412533,451,469322,36,26,0,0
27,Male,Urban,182532,519,128990,36,26,1,0
30,Female,Urban,1523477,646,248715,24,37,2,0
64,Male,Urban,1507428,884,83908,72,29,0,1
40,Female,Rural,614454,314,53137,12,39,5,0
40,Female,Urban,1120495,614,810949,60,12,2,0
48,Male,Urban,209700,775,228086,24,31,3,0
21,Male,Urban,107652,826,856446,24,28,2,0
20,Female,Urban,1872011,399,218031,12,35,1,0
38,Male,Urban,1007814,701,579772,60,40,2,0
19,Male,Rural,1554594,384,982454,60,31,3,0
21,Male,Urban,1237177,514,189028,72,10,1,0
18,Male,Urban,813718,491,116025,36,39,0,0
32,Male,Urban,666740,519,689245,24,28,5,0
50,Female,Urban,1064292,892,144798,36,33,0,1
23,Female,Urban,410661,638,926181,72,19,5,0
24,Female,Urban,384541,312,603799,60,14,4,0
36,Male,Urban,1650712,792,478105,12,22,4,1
61,Female,Rural,1601397,856,591583,36,33,0,0
18,Female,Urban,545925,844,555800,12,27,3,0
56,Female,Urban,1085655,410,208464,36,26,5,0
36,Female,Rural,131205,342,59162,12,21,3,0
62,Male,Rural,237770,744,429847,12,7,0,0
43,Female,Rural,1718970,393,307440,24,28,3,0
61,Male,Urban,1514700,646,669978,72,18,1,1
29,Female,Rural,1911757,614,102105,12,31,2,0
39,Male,Urban,1730064,427,524608,60,0,5,0
30,Female,Urban,1590976,703,135082,72,2,1,0
45,Male,Rural,1694494,417,199116,12,25,1,0
31,Male,Urban,1885321,554,345376,12,6,3,0
39,Female,Rural,863486,704,433154,72,25,0,1
47,Female,Urban,1872315,345,823528,48,26,0,0
61,Female,Urban,1052669,800,134689,24,18,0,1
37,Male,Urban,1286657,554,793031,24,3,2,0
61,Male,Rural,1864972,796,471674,24,26,5,1
44,Male,Urban,627026,421,172537,24,36,0,0
55,Male,Urban,1751391,769,396626,24,13,0,1
59,Female,Urban,549058,661,198688,48,7,3,0
58,Male,Rural,1372227,501,945086,12,0,4,0
51,Male,Rural,147365,300,489999,36,7,4,0
56,Female,Urban,280716,891,563065,12,37,3,0
58,Male,Urban,1139545,639,597253,24,28,0,1
61,Female,Urban,1286943,709,695262,60,33,4,0
54,Male,Rural,1467958,378,415583,48,6,0,0
18,Male,Rural,526253,426,569781,36,4,1,0
32,Female,Rural,1242984,393,531383,24,19,5,0
49,Male,Urban,1855959,426,743677,36,21,2,0
25,Female,Rural,769262,429,208691,48,3,0,0
50,Female,Urban,416312,390,207587,72,0,3,0
35,Female,Urban,211763,675,307850,24,31,3,0
62,Female,Urban,480394,320,235461,48,18,3,0
46,Female,Urban,882549,354,554129,72,40,2,0
49,Male,Urban,1992294,336,982354,48,22,5,0
50,Male,Urban,948785,385,124993,12,17,0,0
22,Female,Urban,1258779,594,999405,72,5,4,0
35,Female,Urban,1232685,577,729228,24,14,5,0
65,Male,Urban,150713,860,964376,24,11,1,0
27,Male,Urban,1952135,709,498339,60,28,0,1
53,Male,Rural,1252671,400,847387,72,23,2,0
50,Male,Urban,1043452,721,349202,12,12,0,0
40,Male,Rural,249735,405,77290,24,38,5,0
57,Female,Urban,544858,884,448865,72,29,1,1
22,Male,Urban,1023206,620,207549,24,8,2,1
51,Female,Urban,1222616,702,332416,36,1,4,1
41,Female,Urban,1173352,313,249073,60,9,0,0
34,Male,Urban,1569707,787,679578,48,10,2,1
48,Male,Rural,714402,413,816411,60,13,0,0
24,Male,Urban,304703,529,208803,72,6,2,0
34,Female,Urban,718848,365,702358,12,23,1,0
45,Female,Urban,1923886,754,746237,60,5,3,0
55,Male,Urban,501544,854,197965,72,7,5,0
39,Male,Urban,469835,546,830367,72,40,0,0
32,Male,Urban,140528,519,461602,60,24,2,0
54,Female,Urban,1067835,693,480029,60,4,2,0
32,Male,Rural,780956,644,446342,36,24,2,0
42,Female,Urban,1510828,833,335211,12,3,1,0
38,Female,Urban,274894,374,397683,48,2,3,0
55,Male,Urban,1098420,875,311566,72,6,0,1
19,Female,Urban,575185,403,166870,12,21,2,0
44,Male,Rural,1572686,805,145153,72,23,5,0
49,Male,Rural,1130769,856,911672,48,17,0,1
38,Male,Urban,1309094,785,604046,72,16,0,1
21,Male,Urban,482373,573,978060,72,7,2,0
61,Male,Rural,1255876,810,336664,36,14,4,1
36,Female,Urban,965618,368,395121,12,31,3,0
19,Female,Urban,1533064,310,94503,36,39,2,0
43,Female,Urban,403519,710,470086,72,7,1,0
51,Male,Urban,1975383,743,586016,72,27,0,1
31,Female,Rural,1227677,719,202508,36,20,0,1
32,Male,Rural,1979466,711,610414,24,3,0,1
37,Male,Urban,1568994,621,346318,60,34,1,1
51,Male,Urban,544006,818,587998,48,4,2,1
53,Female,Urban,837122,395,517227,24,19,5,0
36,Male,Rural,600506,702,959483,36,8,3,0
26,Female,Rural,1502853,826,968158,36,9,2,1
24,Male,Urban,436434,642,247328,24,29,4,0
47,Female,Rural,1691983,899,986983,48,1,1,0
30,Female,Urban,898962,601,140956,60,0,3,0
44,Female,Urban,1683284,411,115577,12,12,3,0
61,Female,Urban,1448957,607,382734,60,23,4,0
52,Female,Urban,1669839,835,146920,60,17,4,1
30,Male,Urban,766855,353,504930,24,32,1,0
32,Female,Urban,1075625,867,82879,24,4,2,1
63,Male,Urban,301309,577,748626,24,36,0,0
26,Female,Urban,631848,533,532733,48,1,0,0
62,Female,Urban,840335,497,572135,72,37,3,0
40,Male,Urban,832414,730,820068,24,34,4,0
53,Female,Urban,1869557,559,264272,24,16,3,0
57,Male,Urban,1484493,461,663372,24,32,1,0
20,Male,Rural,1281731,478,71624,36,8,5,0
51,Female,Urban,1517225,530,141313,48,30,3,0
36,Male,Urban,1848211,705,475374,72,6,2,1
45,Female,Urban,116372,868,163158,12,15,2,0
40,Male,Urban,447003,752,527855,60,29,0,0
57,Female,Urban,1354426,358,272250,12,7,1,0
62,Female,Urban,944366,596,811591,48,23,4,0
24,Female,Urban,932914,460,636851,36,14,0,0
58,Male,Urban,439594,368,973330,60,12,3,0
29,Male,Urban,1042111,706,424971,24,14,3,0
31,Female,Urban,1946931,473,571408,48,34,2,0
63,Female,Urban,841421,656,307547,60,9,5,1
32,Male,Urban,1738971,587,666201,60,2,3,0
20,Female,Urban,1113198,863,950470,12,32,4,0
32,Female,Rural,1942243,505,787560,72,27,2,0
41,Female,Urban,698032,332,261418,60,26,0,0
63,Female,Rural,640224,752,646314,72,20,4,0
25,Female,Urban,391000,462,324245,60,14,2,0
22,Male,Urban,225714,532,325795,72,7,5,0
21,Female,Urban,1920164,410,785792,12,6,2,0
31,Female,Urban,635121,785,921573,36,29,5,0
33,Male,Rural,333424,369,362827,36,18,3,0
37,Male,Urban,1182422,802,377665,60,13,5,0
41,Male,Urban,1920009,397,447081,72,29,5,0
23,Female,Urban,851619,355,774972,48,15,0,0
48,Female,Urban,1868627,621,452920,48,23,1,1
23,Female,Rural,1948338,649,290159,60,18,2,1
52,Female,Rural,1050402,874,796326,60,18,5,0
32,Male,Urban,1298577,734,377744,60,19,4,1
46,Female,Urban,844002,628,954931,36,11,3,0
20,Female,Urban,1418172,432,733412,60,27,5,0
28,Male,Rural,1015636,699,749725,72,38,3,0
20,Female,Urban,1265687,773,259918,48,18,5,0
45,Male,Rural,1841444,813,449506,24,12,0,1
27,Male,Urban,111327,458,283368,12,23,4,0
50,Male,Urban,1472638,641,375000,24,35,5,0
65,Female,Rural,704698,716,919160,48,33,3,0
33,Female,Rural,523712,851,335212,48,23,4,0
27,Female,Urban,893913,426,692029,72,26,3,0
50,Female,Urban,1190877,689,693374,72,18,1,0
53,Male,Urban,211441,729,678673,60,22,4,0
20,Male,Urban,1947767,470,818622,24,40,4,0
22,Male,Urban,1124793,796,368066,24,38,2,0
29,Male,Rural,669054,823,887854,36,28,4,0
61,Female,Urban,1905784,645,686281,36,39,5,0
30,Female,Urban,1823935,414,326126,72,36,5,0
41,Male,Urban,1169050,348,745309,36,19,3,0
61,Male,Urban,1233030,680,507366,24,25,2,0
49,Female,Urban,1053128,707,887854,60,14,2,0
33,Female,Urban,1243803,432,819317,12,11,4,0
49,Female,Urban,892312,499,466975,24,16,2,0
62,Male,Urban,1515215,545,116695,60,4,4,0
54,Female,Urban,1595386,782,780571,12,24,4,0
53,Male,Rural,783477,866,501456,60,40,2,1
38,Female,Rural,105413,492,309771,60,11,3,0
64,Male,Rural,1898022,818,532943,36,38,2,1
29,Male,Urban,1274560,314,538103,24,2,0,0
38,Female,Urban,1527818,889,465757,12,34,5,0
38,Male,Rural,369800,456,766507,36,22,4,0
60,Female,Urban,869632,813,972069,12,14,5,0
23,Male,Rural,1332409,626,910652,72,17,1,0
26,Male,Urban,767697,772,311019,12,1,1,1
18,Female,Urban,985417,610,579484,48,24,5,0
29,Male,Rural,363262,725,225175,12,39,5,0
31,Male,Urban,1947514,753,760393,60,4,1,1
23,Male,Rural,1136668,751,68610,12,14,5,0
18,Female,Urban,1464620,824,204246,72,25,1,1
39,Female,Urban,1511998,464,96210,36,22,4,0
51,Female,Urban,941439,435,195498,72,2,4,0
28,Female,Rural,1264566,551,378466,48,17,5,0
20,Female,Urban,318276,851,697533,48,7,2,0
59,Male,Rural,1836679,436,500289,72,32,2,0
23,Female,Urban,658956,743,863052,60,30,1,0
23,Male,Urban,1444570,516,105487,36,1,4,0
37,Female,Urban,321625,386,226192,48,18,5,0
38,Female,Urban,1750447,796,817837,48,1,2,1
19,Female,Urban,1256902,473,432867,72,39,2,0
43,Male,Rural,1037671,701,193308,48,3,2,1
48,Female,Urban,1200369,884,491331,24,15,5,0
43,Female,Urban,1961466,416,670891,36,38,4,0
49,Male,Urban,1822120,614,778025,48,39,0,1
27,Female,Rural,1000543,616,885193,36,35,1,0
40,Female,Urban,1192699,794,889998,60,11,2,0
23,Male,Rural,381877,795,721336,36,36,5,0
40,Female,Urban,612586,735,947474,60,14,2,1
45,Female,Urban,697813,564,795341,24,26,1,0
47,Female,Rural,432693,533,496373,60,4,4,0
31,Female,Rural,1026704,313,396364,72,8,5,0
54,Male,Urban,1862317,631,147702,60,22,3,0
49,Male,Urban,1145206,531,867990,12,22,1,0
51,Male,Rural,1981025,572,606420,60,6,1,0
58,Male,Rural,1510126,828,632657,24,17,3,1
61,Female,Urban,936017,606,953544,60,18,3,0
39,Male,Urban,1406244,739,432156,60,29,1,1
48,Male,Urban,1501308,541,215836,24,18,2,0
24,Female,Urban,1655957,335,864382,60,20,3,0
58,Male,Urban,1454464,617,440752,60,8,0,1
38,Male,Urban,1177487,317,146365,36,30,5,0
33,Female,Rural,312331,800,86014,72,4,0,1
37,Male,Urban,841213,866,95007,12,29,5,1
60,Female,Urban,1115789,661,413783,60,26,1,0
61,Female,Urban,1597488,678,131206,48,20,2,0
64,Female,Urban,189856,725,455611,24,28,3,0
36,Male,Urban,611117,784,214655,48,34,1,1
65,Male,Urban,938894,565,676671,72,32,3,0
49,Female,Urban,1856651,648,318939,48,16,5,1
32,Male,Urban,1964208,542,571916,48,34,5,0
22,Male,Rural,832168,779,391823,72,40,0,1
28,Male,Urban,1296415,806,93179,72,16,2,1
32,Female,Rural,1624574,650,574831,48,10,5,0
46,Female,Urban,1206187,464,539537,24,38,0,0
62,Female,Rural,1850649,460,261006,12,30,4,0
21,Female,Urban,570892,521,873979,72,30,0,0
53,Male,Urban,1092577,402,661398,48,6,5,0
65,Female,Rural,458389,309,980938,72,28,3,0
40,Male,Urban,1268782,747,270336,72,37,5,0
32,Female,Urban,1922113,485,968974,36,19,4,0
63,Female,Urban,1062084,462,406983,60,2,0,0
61,Female,Urban,542164,860,982344,48,8,4,0
20,Female,Urban,1312072,804,671992,48,32,0,1
49,Female,Urban,465947,455,954696,60,34,2,0
27,Female,Rural,461437,354,393586,60,25,5,0
57,Female,Urban,664045,789,812702,72,2,0,0
55,Female,Urban,1375372,436,964873,24,22,0,0
39,Female,Urban,1294243,710,817173,72,40,0,0
31,Female,Urban,1172007,724,386901,60,20,2,0
34,Female,Urban,326646,421,824411,12,34,2,0
38,Male,Urban,694502,631,505905,36,33,0,0
65,Male,Rural,1734832,306,963027,48,20,3,0
32,Male,Urban,1455669,878,415089,24,35,2,1
32,Male,Urban,664325,375,184690,48,2,4,0
18,Male,Urban,515623,485,911894,12,5,4,0
41,Female,Urban,748981,760,401591,72,35,3,0
29,Male,Urban,922567,641,805146,48,37,5,0
27,Female,Urban,226700,469,104624,36,33,0,0
63,Male,Rural,1255989,529,487703,12,5,2,0
59,Female,Rural,1061639,608,203466,48,2,3,0
59,Male,Urban,1489700,327,459079,72,2,0,0
48,Female,Rural,872616,869,721682,60,35,1,0
28,Female,Rural,1876699,482,764632,60,18,5,0
33,Female,Urban,210867,779,350060,72,15,4,0
26,Female,Urban,1271285,344,526410,36,9,3,0
64,Male,Urban,1177370,805,648194,12,32,2,1
31,Male,Urban,220609,562,847303,24,0,1,0
36,Male,Rural,1017474,434,662369,60,7,5,0
48,Male,Urban,319043,652,530094,60,28,1,0
26,Female,Urban,1931378,349,927269,48,33,5,0
53,Female,Urban,535547,825,467593,12,36,5,0
56,Female,Rural,1439004,654,838270,60,10,5,0
43,Female,Urban,349726,521,669541,48,10,1,0
25,Male,Urban,1928422,590,410885,24,39,0,1
41,Male,Urban,1082504,490,355579,24,22,5,0
25,Female,Urban,648517,830,56824,60,35,4,1
36,Male,Urban,651874,614,290462,60,35,2,0
64,Female,Urban,671423,619,253788,60,31,2,0
65,Female,Urban,374605,811,229411,12,8,0,1
47,Female,Rural,1131532,316,830058,60,35,3,0
39,Female,Urban,790014,513,631934,48,28,0,0
26,Female,Urban,1485964,567,391009,24,37,0,1
61,Female,Urban,238776,610,971947,12,10,0,0
65,Female,Urban,1855967,707,296401,24,35,1,1
21,Female,Urban,1427264,530,212680,12,3,1,0
54,Male,Urban,1094094,431,507219,24,33,1,0
25,Female,Urban,501732,386,90649,72,1,0,0
18,Male,Urban,674077,808,146040,60,20,1,1
45,Female,Urban,1370044,815,786621,60,25,0,1
23,Male,Urban,1543834,326,727536,48,9,5,0
64,Male,Rural,852798,822,376571,60,10,4,1
53,Male,Urban,1209529,489,145290,24,0,1,0
28,Male,Urban,933086,619,291658,48,25,3,0
22,Male,Urban,517209,899,461585,24,13,4,0
41,Male,Rural,542452,422,944702,36,20,5,0
64,Female,Urban,1493377,747,393294,48,39,2,1
35,Female,Urban,1783428,847,816678,48,2,3,0
37,Female,Urban,825680,775,103069,12,20,3,0
45,Female,Urban,558688,361,76651,72,4,1,0
30,Female,Rural,1997786,730,368826,24,39,1,0
22,Female,Urban,1440861,525,829766,24,15,0,0
47,Female,Urban,394851,621,248907,24,34,2,0
18,Female,Urban,270222,596,286026,60,1,5,0
39,Female,Urban,1979086,517,450480,12,10,3,0
35,Male,Rural,1473461,728,804863,12,6,1,1
63,Male,Rural,527471,378,406695,24,3,3,0
22,Female,Rural,1184780,835,590571,60,37,3,0
48,Male,Urban,1427807,702,788278,24,39,0,1
23,Male,Rural,251725,795,919786,60,7,4,0
44,Male,Rural,107098,367,607068,72,27,0,0
42,Female,Rural,524607,783,433161,36,34,5,1
46,Female,Rural,526708,595,207697,12,9,3,0
45,Male,Urban,788218,393,370891,36,3,4,0
33,Male,Urban,1116484,491,501932,48,34,5,0
29,Male,Urban,1338338,660,319712,12,28,5,0
37,Female,Rural,1126227,489,266465,36,12,5,0
35,Male,Urban,1990730,738,991046,36,16,4,0
51,Male,Urban,792332,725,398603,48,18,2,0
40,Male,Urban,319681,742,575197,60,9,1,0
62,Male,Urban,301404,347,265385,72,26,4,0
44,Male,Urban,184294,601,523539,72,10,4,0
34,Female,Urban,1404284,864,231509,72,14,5,1
65,Male,Urban,1004642,419,934564,48,3,5,0
38,Female,Rural,891212,619,564474,60,18,1,0
57,Male,Rural,1934981,712,160766,72,23,2,0
48,Male,Urban,502088,422,440343,48,40,4,0
20,Male,Urban,491030,353,782550,12,28,2,0
34,Female,Rural,859731,517,144157,72,3,2,0
43,Female,Rural,1523937,638,927742,36,4,4,0
40,Female,Urban,363435,435,65174,36,27,1,0
23,Male,Urban,1069341,785,740762,60,4,5,1
45,Male,Urban,372118,319,874618,48,31,2,0
25,Male,Urban,1855407,809,227128,24,37,1,1
62,Male,Rural,841634,748,966947,12,40,3,0
25,Male,Urban,1319482,613,629167,24,23,4,0
36,Male,Urban,829325,364,964770,36,12,5,0
55,Male,Urban,613983,718,732686,72,26,0,1
46,Female,Urban,1984064,839,92546,48,17,4,0
40,Female,Urban,1723642,315,850969,60,37,5,0
64,Male,Urban,1688951,758,290898,60,29,1,1
49,Male,Urban,1834070,619,503736,72,32,4,0
27,Female,Urban,920453,720,375103,72,32,3,0
44,Male,Rural,247098,423,427005,60,17,5,0
18,Female,Urban,1470414,844,267182,36,20,2,0
56,Female,Urban,1347182,819,326133,12,17,0,1
46,Female,Urban,371778,658,245686,24,31,1,0
62,Male,Urban,1759043,850,129956,36,37,1,1
20,Female,Urban,1030711,418,861277,48,32,0,0
64,Female,Urban,1065776,736,61499,60,15,4,0
54,Male,Rural,853452,845,603509,48,8,0,1
48,Female,Urban,331777,852,244339,36,40,1,1
28,Male,Rural,971101,788,887567,48,27,5,0
39,Female,Urban,1549088,406,181708,24,26,4,0
35,Male,Urban,1601971,335,596397,60,10,5,0
52,Male,Urban,1923685,802,539340,24,31,1,1
23,Female,Rural,1974628,560,76660,60,28,1,1
20,Male,Urban,423263,327,688333,60,7,3,0
22,Male,Rural,1477116,496,173477,48,5,2,0
26,Male,Urban,580069,623,345099,48,2,2,1
45,Male,Rural,326225,430,641006,60,38,0,0
36,Female,Urban,1452958,868,808061,60,6,4,0
45,Male,Rural,425172,479,724946,48,6,1,0
